,age,fnlwgt,education-num,capital-gain,capital-loss,hours-per-week
14242,47,24723,6,0,0,45
14243,57,103809,9,0,0,40
14244,29,351731,10,0,0,40
14245,37,212900,9,0,0,40
14246,45,331482,13,0,0,50
14247,71,250263,10,3432,0,30
14248,43,226902,9,0,0,80
14249,53,35295,13,0,0,60
14250,30,271710,13,7298,0,50
14251,48,118330,13,5178,0,40
14252,29,178469,9,0,0,40
14253,43,198316,13,0,0,50
14254,23,407684,5,0,0,40
14255,47,223944,10,0,0,30
14256,26,156805,10,0,0,40
14257,50,164127,9,0,0,40
14258,33,48702,11,0,0,65
14259,19,92863,9,0,0,20
14260,46,72896,5,0,0,43
14261,34,532379,10,0,0,40
14262,34,255693,9,0,0,20
14263,21,221157,9,0,0,30
14264,28,32291,13,2174,0,40
14265,62,24515,5,0,0,40
14266,62,250091,13,0,0,5
14267,19,165289,10,0,0,40
14268,66,142723,3,0,0,40
14269,36,220696,9,0,0,40
14270,37,93225,10,7688,0,40
14271,56,98361,14,0,0,40
14272,60,120067,5,0,0,45
14273,19,117444,9,0,0,30
14274,40,315321,9,0,625,52
14275,48,174794,11,0,0,40
14276,36,112512,8,0,0,40
14277,39,33975,9,0,0,50
14278,30,232356,13,0,0,40
14279,45,176814,16,15024,0,40
14280,33,295589,13,0,0,50
14281,38,255621,9,0,0,40
14282,41,288433,14,0,0,40
14283,20,112137,10,0,0,20
14284,45,112929,4,0,0,35
14285,22,217363,9,0,0,40
14286,19,166018,10,0,0,40
14287,29,86613,2,0,0,20
14288,35,241998,13,0,0,45
14289,44,201599,7,0,0,40
14290,41,182108,14,27828,0,35
14291,61,159822,4,7688,0,40
14292,33,133876,9,0,0,40
14293,45,20534,10,0,0,84
14294,25,197871,10,0,0,44
14295,29,179681,9,0,0,37
14296,41,401134,13,0,0,40
14297,43,214781,14,5178,0,40
14298,36,111128,13,0,0,48
14299,46,102569,14,15024,0,65
14300,27,154210,7,0,0,35
14301,43,168071,9,0,0,44
14302,43,210844,13,0,0,40
14303,24,198148,10,0,0,30
14304,18,132986,8,0,0,10
14305,31,99483,9,0,0,40
14306,40,187802,10,0,1887,40
14307,18,126071,9,0,0,40
14308,35,454915,5,0,0,40
14309,24,161198,13,0,0,25
14310,24,1085515,9,0,0,30
14311,49,148549,13,0,1902,50
14312,20,60639,10,0,0,28
14313,42,188808,13,0,0,30
14314,44,105862,10,0,0,70
14315,19,185097,9,0,0,37
14316,45,340341,10,0,0,40
14317,50,226735,10,0,0,70
14318,21,306967,11,0,0,40
14319,22,195179,10,0,0,24
14320,36,186212,12,0,0,50
14321,61,80896,9,0,0,45
14322,42,122861,14,0,0,40
14323,17,169037,7,0,0,40
14324,39,193689,9,0,0,65
14325,61,176839,9,0,0,40
14326,64,47462,10,0,0,35
14327,20,201490,10,0,0,40
14328,48,449354,9,4386,0,45
14329,37,126675,9,0,0,40
14330,41,34178,13,0,0,40
14331,43,147110,10,0,0,48
14332,29,222249,9,0,0,40
14333,72,258761,9,0,0,40
14334,39,97136,9,0,0,40
14335,53,149217,9,0,0,40
14336,24,201664,10,0,0,40
14337,64,149775,14,0,0,8
14338,36,222584,9,0,0,40
14339,42,104647,9,0,0,40
14340,50,143664,13,0,0,40
14341,37,160920,12,0,0,40
14342,49,280525,10,0,0,45
14343,29,272913,9,0,0,30
14344,52,358554,9,0,0,40
14345,29,290740,12,0,0,50
14346,44,433705,9,0,0,52
14347,25,81286,9,0,0,45
14348,61,221943,10,9386,0,40
14349,73,92298,7,0,0,15
14350,37,140713,10,0,0,40
14351,31,374833,2,0,0,40
14352,29,220692,11,0,0,40
14353,39,119421,9,0,625,35
14354,39,38312,10,0,0,40
14355,24,117167,10,0,0,53
14356,44,54611,10,0,0,50
14357,23,82497,10,0,0,28
14358,44,291566,9,0,0,60
14359,39,174368,9,0,0,40
14360,34,188736,9,0,0,20
14361,34,113838,10,0,0,45
14362,26,380674,9,0,0,52
14363,30,169152,9,0,0,40
14364,40,199381,14,15024,0,37
14365,23,182615,10,0,0,40
14366,25,34803,13,0,0,20
14367,46,354962,9,0,0,40
14368,26,417941,13,0,0,40
14369,43,129573,9,0,0,44
14370,21,197387,9,0,0,20
14371,44,54507,9,0,0,40
14372,23,27776,10,0,0,24
14373,31,197252,4,0,0,40
14374,31,407930,4,0,0,40
14375,35,152909,13,0,1887,45
14376,54,174102,10,0,0,40
14377,44,274363,9,0,0,50
14378,17,214787,8,0,0,25
14379,47,148576,15,0,0,35
14380,48,109275,10,0,0,40
14381,22,262819,10,0,0,40
14382,37,241998,13,0,0,50
14383,31,167725,13,15024,0,48
14384,40,280167,14,0,0,40
14385,20,219835,10,0,0,30
14386,31,310773,10,0,0,40
14387,21,118712,11,0,1504,40
14388,40,167265,14,0,0,43
14389,35,267866,9,0,1887,50
14390,51,129525,9,0,0,40
14391,24,306779,11,0,0,35
14392,22,157332,10,0,0,40
14393,42,178537,9,0,0,24
14394,35,73715,7,0,0,40
14395,18,174394,9,0,0,20
14396,36,108320,9,4101,0,40
14397,17,275778,5,0,0,25
14398,18,123714,7,0,0,40
14399,28,111696,9,0,1974,40
14400,19,376240,9,0,0,42
14401,26,358975,10,0,0,50
14402,26,214303,13,0,0,50
14403,20,181032,10,0,0,40
14404,39,210626,9,0,0,40
14405,23,176178,9,0,0,40
14406,45,77927,13,0,0,40
14407,27,305647,12,0,0,40
14408,23,203139,10,0,0,40
14409,32,260868,13,0,0,40
14410,53,228723,9,0,0,40
14411,28,270366,6,0,0,40
14412,54,33863,9,0,0,40
14413,25,122999,9,0,0,40
14414,50,221532,12,0,0,40
14415,49,213354,14,0,0,70
14416,55,294395,11,6849,0,40
14417,25,132661,11,0,0,60
14418,31,66278,10,3908,0,40
14419,20,103840,9,0,0,42
14420,22,464103,2,0,0,40
14421,57,548256,8,7688,0,40
14422,30,235271,13,0,0,40
14423,40,243580,13,0,0,48
14424,27,333990,11,0,0,40
14425,29,405083,9,0,0,40
14426,50,126592,9,0,0,40
14427,46,415051,10,0,0,60
14428,53,197184,14,0,0,70
14429,28,56340,14,0,0,40
14430,64,21174,9,0,0,40
14431,23,289982,9,0,0,40
14432,55,141549,9,0,0,40
14433,24,219754,9,0,0,40
14434,34,192259,15,0,0,35
14435,22,59924,9,0,0,40
14436,63,264600,6,0,0,45
14437,27,253814,10,0,0,40
14438,45,170915,9,4865,0,40
14439,57,262642,9,0,0,40
14440,32,46691,13,0,0,40
14441,36,177858,13,0,0,40
14442,50,128478,9,0,0,60
14443,31,178506,10,0,0,40
14444,28,142712,13,0,0,50
14445,45,320818,10,0,0,40
14446,41,185057,11,0,0,40
14447,38,216129,13,0,0,60
14448,59,146391,11,7298,0,40
14449,41,151089,10,0,2415,55
14450,19,167140,10,0,1602,24
14451,45,166056,9,0,0,40
14452,42,287037,8,0,0,10
14453,47,60267,13,0,0,38
14454,37,126569,9,0,0,40
14455,21,285522,10,0,0,40
14456,52,392668,11,0,0,40
14457,67,103315,14,15831,0,72
14458,29,206903,15,0,0,55
14459,27,167336,10,0,0,39
14460,23,223231,9,0,0,40
14461,51,103529,7,0,0,30
14462,46,140219,14,8614,0,55
14463,42,165599,9,0,0,40
14464,36,163278,14,0,0,40
14465,24,280134,6,0,0,49
14466,24,216129,13,0,0,50
14467,46,225456,9,0,0,40
14468,36,180859,11,0,0,38
14469,41,111891,4,0,0,40
14470,31,228873,9,0,0,40
14471,20,197496,10,0,0,30
14472,36,115700,9,0,0,50
14473,52,246197,9,0,0,40
14474,48,127921,13,0,0,40
14475,31,157673,9,0,0,40
14476,33,186824,11,0,0,40
14477,47,206659,10,0,0,40
14478,45,271962,13,0,0,40
14479,28,227778,11,0,0,40
14480,26,128553,10,0,0,40
14481,29,277323,9,0,0,45
14482,24,133586,13,0,0,40
14483,56,155238,9,0,0,40
14484,24,42251,13,0,0,30
14485,51,68882,2,0,0,35
14486,45,199625,10,0,0,20
14487,23,329925,10,0,0,30
14488,40,150533,13,0,0,40
14489,25,104662,9,0,0,22
14490,41,166813,10,0,0,55
14491,17,342752,7,0,0,20
14492,28,99478,9,0,0,40
14493,19,144161,9,0,0,30
14494,36,150042,9,0,0,40
14495,61,167284,4,0,0,40
14496,28,154863,9,0,1876,40
14497,40,201495,7,0,0,35
14498,29,209472,9,0,0,38
14499,60,188236,6,0,0,40
14500,36,320811,10,0,0,40
14501,19,544091,9,0,0,25
14502,43,115932,13,0,0,60
14503,44,419134,9,0,0,40
14504,29,143582,9,0,0,35
14505,46,192793,10,0,0,40
14506,41,113324,11,0,0,70
14507,54,33863,9,0,0,60
14508,41,230020,3,0,0,40
14509,62,225657,9,0,0,24
14510,39,87556,14,6849,0,40
14511,50,217577,9,0,0,40
14512,18,270502,7,0,0,20
14513,35,337286,14,0,0,40
14514,38,292570,10,0,0,50
14515,48,177783,4,0,0,50
14516,41,155657,7,0,0,40
14517,37,136137,10,0,0,40
14518,57,79830,9,0,0,40
14519,62,159908,13,0,1258,38
14520,18,219841,7,0,0,12
14521,29,83517,5,0,0,40
14522,36,135786,5,0,0,25
14523,52,163998,9,99999,0,45
14524,34,143699,9,0,0,15
14525,37,271013,9,0,0,40
14526,56,35723,4,0,0,50
14527,24,211049,4,0,0,20
14528,37,84306,10,0,0,40
14529,20,247794,9,0,0,84
14530,46,165138,11,0,0,40
14531,35,273612,13,0,0,45
14532,59,96459,7,0,0,40
14533,29,152503,10,0,0,45
14534,54,162238,14,0,0,50
14535,31,165949,9,0,0,40
14536,29,338270,9,0,0,40
14537,26,39640,10,0,0,60
14538,40,187702,13,0,0,40
14539,18,301762,9,0,0,25
14540,57,44273,9,0,0,40
14541,22,72310,9,0,0,70
14542,40,33658,9,0,0,40
14543,58,329793,13,0,0,45
14544,50,219420,9,0,0,50
14545,28,52603,13,0,0,50
14546,34,321709,9,0,0,28
14547,56,66356,10,0,0,50
14548,40,96129,9,0,0,72
14549,29,77760,9,0,0,45
14550,41,287037,10,0,0,40
14551,42,177989,9,0,0,40
14552,25,182227,12,0,0,55
14553,50,234657,10,0,0,40
14554,23,86337,10,0,0,15
14555,28,39388,11,0,0,60
14556,21,180339,11,0,1602,30
14557,40,216116,5,0,0,40
14558,36,99872,9,0,0,40
14559,37,267085,10,0,0,40
14560,35,45607,14,0,0,60
14561,30,189620,10,6849,0,40
14562,46,102308,13,0,2415,40
14563,18,271935,7,0,0,20
14564,62,26966,10,0,0,40
14565,28,149624,13,0,0,40
14566,35,209214,9,4386,0,35
14567,42,98211,13,15024,0,45
14568,35,233327,10,0,0,40
14569,29,152461,13,0,0,42
14570,59,95165,16,0,0,40
14571,68,166149,9,0,2206,30
14572,46,101430,7,0,0,40
14573,44,203761,13,0,0,40
14574,27,156266,5,0,0,40
14575,17,65368,7,0,0,12
14576,31,87054,9,0,0,50
14577,42,142756,13,0,0,50
14578,44,138077,13,0,0,32
14579,31,209448,6,2105,0,40
14580,20,190231,5,0,0,11
14581,20,181370,10,0,0,40
14582,59,268700,9,0,0,40
14583,38,407068,3,0,0,75
14584,33,374905,9,0,0,50
14585,34,346762,7,0,0,84
14586,62,122033,9,0,0,38
14587,43,112181,11,0,1902,32
14588,32,148207,11,0,0,40
14589,38,105017,9,0,0,40
14590,33,129707,13,0,0,60
14591,40,103395,10,0,0,45
14592,46,236852,13,0,0,45
14593,63,271550,10,0,0,20
14594,29,189565,9,2174,0,50
14595,23,93076,9,0,0,40
14596,50,182360,9,0,0,60
14597,25,175370,10,0,0,40
14598,31,397467,9,0,0,40
14599,22,35448,9,0,0,22
14600,38,125550,9,0,0,35
14601,25,243560,9,0,0,40
14602,33,143540,9,0,0,40
14603,44,335248,10,0,0,40
14604,48,246891,10,0,0,50
14605,55,184882,11,5178,0,50
14606,46,80057,9,0,0,40
14607,19,258633,10,0,0,30
14608,22,229997,10,0,0,40
14609,37,31023,9,0,0,51
14610,38,357173,9,0,0,40
14611,57,233382,14,0,0,40
14612,29,105422,9,0,0,40
14613,40,346964,9,0,0,40
14614,20,221955,3,0,0,40
14615,20,194630,9,0,0,40
14616,36,182074,9,0,0,40
14617,34,344275,9,0,0,70
14618,26,523067,10,0,0,3
14619,40,65545,14,0,0,55
14620,38,141550,6,0,0,40
14621,37,180342,13,0,0,40
14622,48,148549,13,0,0,40
14623,34,140092,9,0,0,40
14624,47,83046,13,0,0,18
14625,17,197732,7,0,0,12
14626,30,131584,11,0,0,60
14627,19,258026,9,0,0,16
14628,39,164593,16,4787,0,40
14629,50,78649,10,0,0,40
14630,33,554206,10,0,0,40
14631,34,245487,4,0,0,45
14632,31,91666,9,0,0,50
14633,27,208577,9,0,2258,50
14634,31,182177,9,0,1902,40
14635,50,201882,14,0,0,30
14636,38,32837,13,0,0,56
14637,18,352640,9,0,0,40
14638,54,257869,10,0,0,28
14639,27,34273,11,0,1876,36
14640,44,98211,13,0,0,55
14641,26,48718,6,2907,0,40
14642,31,156890,4,0,0,40
14643,26,183224,10,0,0,35
14644,28,240172,14,0,0,40
14645,53,137428,4,0,0,60
14646,50,280278,9,0,0,40
14647,37,118486,13,4934,0,32
14648,18,109702,10,0,0,30
14649,39,247733,9,0,0,16
14650,22,65225,6,0,0,40
14651,36,174887,10,0,0,40
14652,38,200818,15,0,0,40
14653,38,354739,11,0,0,36
14654,35,186126,14,0,0,38
14655,28,75695,10,0,0,60
14656,36,35429,10,0,0,60
14657,29,146343,9,0,0,25
14658,28,150296,12,0,0,80
14659,47,246891,13,0,0,40
14660,60,162947,3,0,0,40
14661,31,80145,10,0,0,40
14662,41,355918,10,0,0,65
14663,63,179444,4,0,0,15
14664,65,224472,15,25124,0,80
14665,36,169926,9,0,0,40
14666,23,34113,9,0,0,45
14667,53,29557,10,0,0,40
14668,29,31161,9,0,0,40
14669,37,75050,11,0,0,55
14670,35,407068,2,0,0,40
14671,60,389254,9,0,0,40
14672,24,186495,9,0,0,32
14673,45,100651,9,0,1980,40
14674,38,278924,13,0,1887,50
14675,42,350387,9,0,0,15
14676,58,178660,8,0,0,40
14677,39,25803,10,0,0,55
14678,39,43712,9,7298,0,40
14679,53,116367,10,4650,0,40
14680,47,80914,14,0,0,47
14681,23,381741,12,0,1721,20
14682,22,197387,9,0,0,40
14683,26,341353,13,0,0,15
14684,49,329144,10,0,0,44
14685,23,99399,10,0,0,25
14686,38,132879,9,0,1902,40
14687,17,309504,6,0,0,24
14688,24,154165,5,0,0,40
14689,30,370183,9,0,0,40
14690,28,416577,9,2829,0,40
14691,50,221336,9,0,0,40
14692,51,172175,16,0,2824,40
14693,53,347446,5,0,0,40
14694,60,230545,4,0,0,35
14695,57,39380,9,0,0,35
14696,47,212120,13,0,0,45
14697,47,101684,9,0,0,40
14698,19,241616,9,0,2001,40
14699,59,114760,10,0,0,20
14700,39,205359,12,0,0,45
14701,27,131679,11,0,0,40
14702,24,218678,10,0,0,49
14703,36,212143,13,0,0,20
14704,30,348592,9,0,0,44
14705,33,131568,9,0,0,66
14706,38,48779,10,0,0,40
14707,57,316000,9,0,0,40
14708,46,140121,9,0,0,50
14709,20,49179,10,0,0,35
14710,62,192866,10,0,0,20
14711,51,231495,16,7688,0,55
14712,39,134475,13,0,1762,40
14713,28,287268,10,0,0,35
14714,21,156807,9,0,0,10
14715,32,209538,14,0,0,55
14716,51,191965,9,0,0,32
14717,24,233280,12,0,0,37
14718,29,204984,9,0,0,40
14719,51,152754,13,0,0,40
14720,48,99127,12,0,0,45
14721,30,321990,14,15024,0,60
14722,27,105817,13,0,0,45
14723,47,225065,3,0,0,40
14724,29,240172,13,0,0,50
14725,32,183304,11,0,0,99
14726,39,300760,9,0,0,50
14727,37,111128,10,0,0,50
14728,33,187560,11,0,0,36
14729,47,249935,7,0,0,8
14730,53,234721,7,0,0,40
14731,23,135138,13,0,0,40
14732,54,138847,9,0,0,45
14733,30,101345,13,3103,0,55
14734,30,131568,13,0,0,40
14735,36,201117,13,0,0,50
14736,35,475324,13,0,0,40
14737,29,256671,9,0,0,40
14738,25,51498,8,0,0,40
14739,61,51385,13,0,0,50
14740,45,84790,13,0,0,55
14741,61,156653,9,0,0,55
14742,73,242769,9,3471,0,40
14743,38,32528,10,0,0,40
14744,42,168103,13,0,0,40
14745,47,34845,13,0,0,45
14746,36,185744,10,0,0,35
14747,47,199512,13,0,0,40
14748,50,172052,9,0,0,35
14749,52,230657,9,3781,0,40
14750,62,115763,14,0,0,40
14751,21,79728,10,0,0,40
14752,23,248344,10,0,0,30
14753,45,359808,12,0,0,40
14754,66,126511,10,0,0,45
14755,44,90021,9,0,0,30
14756,43,54611,9,0,0,40
14757,34,248795,9,0,0,45
14758,18,186954,7,0,0,20
14759,49,64216,9,0,0,90
14760,39,103925,13,7688,0,32
14761,37,22201,13,7298,0,40
14762,37,123785,9,0,0,75
14763,68,192829,12,0,0,43
14764,29,112403,3,0,0,40
14765,20,161978,9,0,0,40
14766,70,293076,10,0,0,30
14767,42,111252,14,0,1977,40
14768,51,193720,9,0,0,56
14769,38,314310,14,0,0,45
14770,35,115618,9,0,0,50
14771,24,306460,9,0,0,40
14772,31,143653,11,0,0,50
14773,45,341762,14,0,0,65
14774,38,103408,14,0,0,40
14775,29,229656,9,0,0,50
14776,48,97176,9,0,0,40
14777,33,289046,9,0,1741,40
14778,45,177543,9,0,0,28
14779,44,155930,14,7688,0,55
14780,32,99646,9,0,0,50
14781,30,45427,11,0,0,49
14782,35,171968,9,0,0,40
14783,41,215479,10,0,0,43
14784,20,34310,10,0,0,20
14785,40,99434,9,0,0,12
14786,42,104118,10,0,0,40
14787,27,106935,10,0,0,40
14788,50,83311,13,0,0,13
14789,59,138370,6,0,0,40
14790,33,193042,9,0,0,60
14791,21,186849,9,0,0,40
14792,28,195000,13,0,0,45
14793,32,146154,9,0,0,40
14794,49,197418,9,0,0,20
14795,27,271328,13,0,0,60
14796,35,162256,11,6849,0,40
14797,18,195981,9,0,0,40
14798,26,256141,10,0,0,40
14799,18,322999,10,0,0,20
14800,35,119421,13,0,0,35
14801,26,339952,10,0,0,60
14802,61,34632,8,0,0,40
14803,28,304960,12,0,1980,40
14804,40,175696,9,0,0,51
14805,17,226980,8,0,0,17
14806,54,129432,13,15024,0,40
14807,43,193882,10,0,0,55
14808,28,175431,5,0,0,40
14809,51,111283,9,99999,0,35
14810,29,124953,13,0,0,50
14811,50,43764,16,15024,0,50
14812,42,424855,10,3908,0,40
14813,22,68678,9,0,0,40
14814,31,139455,13,0,0,40
14815,37,113120,11,0,0,40
14816,42,24364,10,0,0,30
14817,41,195897,10,0,0,50
14818,22,64292,9,0,0,40
14819,20,121568,9,0,0,50
14820,61,123273,3,0,1876,56
14821,31,168906,12,0,0,35
14822,27,298871,13,0,0,40
14823,22,154713,9,0,0,40
14824,19,301606,10,0,0,35
14825,35,349066,9,0,0,40
14826,50,123044,14,0,0,60
14827,65,172906,9,0,0,40
14828,55,436861,14,14084,0,40
14829,22,195143,10,0,0,29
14830,52,334273,12,0,0,40
14831,39,204756,10,0,0,20
14832,23,62278,10,0,0,45
14833,51,222615,9,0,0,40
14834,43,105896,10,0,0,40
14835,42,161510,13,7298,0,40
14836,44,240628,12,2354,0,40
14837,28,175710,13,0,0,40
14838,21,241367,10,0,0,10
14839,53,50048,16,7688,0,50
14840,19,68552,9,0,0,30
14841,29,133937,16,0,0,40
14842,20,32426,10,0,0,25
14843,43,34640,9,0,1887,40
14844,20,39477,10,0,0,40
14845,26,292353,4,0,0,40
14846,62,134768,14,0,0,35
14847,31,51471,9,0,0,38
14848,48,195949,10,0,0,42
14849,30,169583,13,0,0,40
14850,43,133584,10,0,0,40
14851,32,37232,15,7688,0,45
14852,24,177287,10,0,0,30
14853,71,269708,13,2329,0,16
14854,29,200928,9,0,0,40
14855,25,154941,13,0,0,40
14856,34,205733,9,0,0,40
14857,45,449354,10,0,0,40
14858,50,88842,13,7298,0,40
14859,32,73585,11,0,0,40
14860,24,209782,13,0,0,40
14861,48,106377,16,0,0,65
14862,55,396878,10,0,0,25
14863,28,149991,13,0,0,42
14864,52,204447,9,4386,0,40
14865,41,132125,9,0,0,40
14866,38,136629,13,0,0,40
14867,28,383322,11,0,0,40
14868,32,244147,9,0,0,10
14869,26,105787,9,0,0,36
14870,24,172496,13,0,0,55
14871,24,278130,9,0,0,40
14872,50,195844,12,0,0,50
14873,24,215251,13,0,0,50
14874,34,166545,9,0,0,40
14875,43,126701,13,0,0,35
14876,57,183657,10,0,0,35
14877,50,312477,9,0,1887,40
14878,39,282153,10,0,0,20
14879,50,195690,9,0,0,45
14880,66,142501,9,0,0,3
14881,61,98776,7,0,0,30
14882,24,310380,10,0,0,45
14883,48,146268,13,7688,0,40
14884,38,305597,9,0,0,40
14885,52,181755,9,0,0,40
14886,43,293535,13,0,0,40
14887,21,270043,6,0,0,30
14888,21,329530,7,0,0,40
14889,61,148577,9,0,0,55
14890,30,329425,10,0,0,48
14891,42,255847,9,0,0,40
14892,19,220819,9,0,0,40
14893,48,115971,9,0,0,50
14894,67,132819,10,0,0,41
14895,31,212235,10,0,0,45
14896,61,241013,4,0,0,40
14897,52,188644,3,0,0,40
14898,46,121124,13,15024,0,40
14899,24,130741,13,0,0,40
14900,19,112432,10,0,0,10
14901,27,69132,13,0,0,40
14902,59,221336,6,0,0,40
14903,27,204497,6,0,0,75
14904,39,221059,14,7688,0,38
14905,32,230484,4,0,0,35
14906,56,124137,9,0,0,41
14907,37,246677,9,0,0,38
14908,47,188330,9,0,0,25
14909,42,341204,9,0,0,40
14910,32,62165,13,0,0,40
14911,26,88449,9,0,0,36
14912,54,175262,4,0,0,40
14913,36,147258,11,0,0,60
14914,68,32779,9,0,419,12
14915,19,38294,9,2597,0,40
14916,30,145692,10,0,1974,40
14917,26,239390,13,0,0,18
14918,68,213720,9,0,0,40
14919,24,152176,10,0,0,39
14920,19,277974,10,0,0,35
14921,66,93318,9,0,0,40
14922,32,157289,9,0,0,40
14923,36,76845,9,0,0,35
14924,20,129240,10,0,0,20
14925,29,173851,9,0,0,40
14926,21,38251,10,0,0,20
14927,26,222637,6,0,0,55
14928,40,248406,10,0,0,32
14929,52,318975,9,0,0,40
14930,28,132191,9,0,0,45
14931,30,132565,10,0,0,40
14932,31,473133,14,5178,0,40
14933,35,89508,9,0,0,50
14934,48,216214,7,0,0,40
14935,64,165667,16,7688,0,60
14936,45,235646,13,0,0,40
14937,34,137088,9,0,0,40
14938,32,183811,9,2829,0,40
14939,50,112351,9,0,0,38
14940,60,165630,9,0,1977,40
14941,55,170350,9,0,0,40
14942,36,191161,9,0,0,50
14943,24,325596,13,0,0,35
14944,43,168412,9,0,0,44
14945,41,187881,10,3942,0,40
14946,43,112607,7,0,0,60
14947,43,163215,13,0,0,35
14948,25,98155,10,0,0,40
14949,34,346275,7,0,0,43
14950,44,162108,13,0,0,45
14951,46,295791,11,0,0,38
14952,41,40151,10,0,0,40
14953,43,154374,10,15024,0,60
14954,48,107373,6,0,0,40
14955,23,231160,10,0,0,25
14956,28,250679,9,0,0,40
14957,49,44434,10,0,0,35
14958,40,200479,11,0,0,40
14959,27,138917,13,0,0,35
14960,63,147440,10,0,0,35
14961,49,321851,12,0,0,30
14962,28,154571,10,0,0,40
14963,65,79272,10,0,0,6
14964,28,270973,12,0,0,40
14965,33,35309,13,0,0,40
14966,40,558944,4,0,0,40
14967,24,122166,10,0,0,40
14968,46,73019,13,0,0,40
14969,41,207578,9,0,0,40
14970,28,140108,14,0,0,50
14971,20,104443,10,0,0,20
14972,64,193043,9,0,0,40
14973,45,53123,7,0,0,25
14974,32,157887,9,0,0,40
14975,38,37778,9,0,0,60
14976,63,154675,9,0,0,40
14977,30,70377,9,0,0,40
14978,46,345911,10,0,0,40
14979,59,102442,13,0,0,45
14980,40,285787,12,0,0,40
14981,69,370888,12,2964,0,6
14982,17,226717,8,0,0,20
14983,31,127651,6,0,1741,40
14984,47,44216,9,0,0,45
14985,73,198526,9,0,0,32
14986,27,289147,9,0,0,40
14987,39,82488,10,0,0,38
14988,31,216283,12,0,0,35
14989,27,107458,13,0,0,40
14990,35,208106,9,0,0,40
14991,35,63921,9,0,0,40
14992,28,424884,6,0,0,30
14993,44,207578,13,0,0,35
14994,61,83045,5,0,0,40
14995,45,195554,9,0,0,45
14996,38,103925,9,0,0,40
14997,68,40956,13,0,0,25
14998,28,395022,11,0,0,40
14999,64,266080,9,0,0,35
15000,50,96062,9,0,0,40
15001,46,200949,13,0,0,50
15002,36,180686,9,0,0,45
15003,40,305846,10,0,0,40
15004,29,168470,9,0,0,40
15005,31,309974,13,0,0,40
15006,32,129497,10,0,0,55
15007,53,246562,3,0,0,40
15008,56,226985,12,0,0,50
15009,24,238917,3,0,0,40
15010,49,122493,9,0,0,40
15011,42,99254,12,0,0,40
15012,21,26842,10,0,0,20
15013,35,33397,9,0,0,35
15014,29,285419,8,0,0,40
15015,21,275421,10,0,0,40
15016,17,132680,6,0,1602,10
15017,41,73199,13,0,0,40
15018,32,182714,9,0,0,45
15019,35,20469,10,0,0,40
15020,46,504725,3,0,0,50
15021,36,77146,13,15024,0,45
15022,74,206682,10,0,1648,35
15023,90,206667,14,0,0,40
15024,25,396633,10,0,0,56
15025,62,56248,13,0,2415,60
15026,57,265099,15,0,0,60
15027,30,155781,9,0,0,70
15028,42,184837,9,7298,0,40
15029,21,201179,9,0,0,40
15030,27,37250,10,0,1651,40
15031,33,547886,13,0,0,40
15032,58,298601,5,3781,0,40
15033,36,280169,14,0,0,50
15034,19,208513,9,0,0,40
15035,40,408717,9,0,0,40
15036,45,179659,13,3103,0,40
15037,66,362165,13,0,2206,25
15038,58,31732,10,0,0,45
15039,55,204751,9,0,0,65
15040,67,192670,9,0,0,20
15041,29,309463,5,0,0,40
15042,39,124090,5,0,0,40
15043,44,32000,10,0,0,18
15044,18,335065,4,0,0,30
15045,42,66118,10,0,0,40
15046,47,198769,10,0,0,40
15047,49,126446,10,0,0,30
15048,33,132705,5,0,0,48
15049,22,151790,10,0,0,30
15050,70,54849,16,0,0,20
15051,26,247025,9,0,0,65
15052,33,164748,13,0,0,40
15053,32,44677,13,0,0,40
15054,38,497788,9,0,0,50
15055,17,175587,7,0,0,30
15056,18,135924,9,0,0,20
15057,37,31670,9,0,0,60
15058,27,277760,9,0,0,40
15059,35,193241,9,0,1651,40
15060,38,112497,9,0,0,40
15061,53,145419,2,7688,0,67
15062,43,129853,6,0,0,40
15063,39,487486,9,0,0,40
15064,35,340260,9,0,0,48
15065,20,117767,10,0,0,40
15066,44,103218,9,0,0,40
15067,70,158642,9,2993,0,20
15068,37,151764,10,0,0,50
15069,24,285457,9,0,0,40
15070,33,318982,10,0,0,45
15071,59,296253,9,0,0,40
15072,60,31577,11,0,0,40
15073,30,145231,12,0,1762,40
15074,58,110844,14,0,0,27
15075,20,63210,9,0,0,15
15076,25,237865,10,0,0,42
15077,37,210438,7,0,0,40
15078,39,257175,13,0,625,40
15079,68,407338,10,0,0,20
15080,44,163985,15,0,0,32
15081,19,257343,10,0,0,40
15082,41,359259,9,0,0,40
15083,28,191177,14,0,0,20
15084,37,301568,9,0,0,35
15085,31,164569,10,0,0,48
15086,28,202239,4,0,0,55
15087,21,262819,10,0,0,20
15088,25,144478,10,0,0,40
15089,49,34021,13,0,0,50
15090,25,247006,12,0,0,45
15091,57,268252,9,0,0,62
15092,17,174298,7,0,0,20
15093,69,145656,10,0,0,24
15094,21,238917,3,0,0,40
15095,48,95244,10,0,0,35
15096,34,216864,9,0,3770,45
15097,39,91711,14,0,0,40
15098,70,280307,13,0,0,20
15099,66,205724,10,0,0,24
15100,50,156606,10,0,0,30
15101,45,127303,10,0,0,45
15102,25,217006,7,0,0,40
15103,36,52532,16,0,1887,50
15104,66,185336,9,0,0,35
15105,31,207505,16,0,1977,70
15106,20,191878,10,0,0,20
